cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_rua
25710;2019;2019m01;Rio de Janeiro;3304557;Capital;155
25711;2019;2019m01;Seropédica;3305554;Baixada Fluminense;52
25712;2019;2019m01;Itaguaí;3302007;Baixada Fluminense;57
25713;2019;2019m01;Paracambi;3303609;Baixada Fluminense;4
25714;2019;2019m01;Nova Iguaçu;3303500;Baixada Fluminense;195
25715;2019;2019m01;Mesquita;3302858;Baixada Fluminense;199
25716;2019;2019m01;Belford Roxo;3300456;Baixada Fluminense;259
25717;2019;2019m01;Queimados;3304144;Baixada Fluminense;82
25718;2019;2019m01;Nova Iguaçu;3303500;Baixada Fluminense;243
25719;2019;2019m01;Nilópolis;3303203;Baixada Fluminense;142
25720;2019;2019m01;Nova Iguaçu;3303500;Baixada Fluminense;215
25721;2019;2019m01;Duque de Caxias;3301702;Baixada Fluminense;503
25722;2019;2019m01;Duque de Caxias;3301702;Baixada Fluminense;264
25723;2019;2019m01;Duque de Caxias;3301702;Baixada Fluminense;23
25724;2019;2019m01;Duque de Caxias;3301702;Baixada Fluminense;124
25725;2019;2019m01;Japeri;3302270;Baixada Fluminense;42
25726;2019;2019m01;São João de Meriti;3305109;Baixada Fluminense;383
25727;2019;2019m01;Magé;3302502;Baixada Fluminense;35
25728;2019;2019m01;Magé;3302502;Baixada Fluminense;60
25729;2019;2019m01;Guapimirim;3301850;Baixada Fluminense;12
25730;2019;2019m01;Tanguá;3305752;Interior;7
25731;2019;2019m01;Itaboraí;3301900;Interior;122
25732;2019;2019m01;São Gonçalo;3304904;Grande Niterói;347
25733;2019;2019m01;São Gonçalo;3304904;Grande Niterói;256
25734;2019;2019m01;São Gonçalo;3304904;Grande Niterói;234
25735;2019;2019m01;São Gonçalo;3304904;Grande Niterói;173
25736;2019;2019m01;Niterói;3303302;Grande Niterói;102
25737;2019;2019m01;Niterói;3303302;Grande Niterói;55
25738;2019;2019m01;Niterói;3303302;Grande Niterói;100
25739;2019;2019m01;Niterói;3303302;Grande Niterói;29
25740;2019;2019m01;Niterói;3303302;Grande Niterói;39
25741;2019;2019m01;Maricá;3302700;Grande Niterói;43
25742;2019;2019m01;Barra do Pirai;3300308;Interior;3
25743;2019;2019m01;Resende;3304201;Interior;22
25744;2019;2019m01;Barra Mansa;3300407;Interior;10
25745;2019;2019m01;Valença;3306107;Interior;1
25746;2019;2019m01;Rio das Flores;3304508;Interior;0
25747;2019;2019m01;Volta Redonda;3306305;Interior;56
25748;2019;2019m01;Piraí;3304003;Interior;0
25749;2019;2019m01;Vassouras;3306206;Interior;0
25750;2019;2019m01;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
25751;2019;2019m01;Mendes;3302809;Interior;0
25752;2019;2019m01;Engenheiro Paulo de Frontin;3301801;Interior;0
25753;2019;2019m01;Itatiaia;3302254;Interior;2
25754;2019;2019m01;"Porto Real;Quatis";9999992;Interior;1
25755;2019;2019m01;Pinheiral;3303955;Interior;3
25756;2019;2019m01;São José do Vale do Rio Preto;3305158;Interior;1
25757;2019;2019m01;Petrópolis;3303906;Interior;16
25758;2019;2019m01;Petrópolis;3303906;Interior;2
25759;2019;2019m01;Paraíba do Sul;3303708;Interior;0
25760;2019;2019m01;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
25761;2019;2019m01;Sapucaia;3305406;Interior;0
25762;2019;2019m01;Teresópolis;3305802;Interior;6
25763;2019;2019m01;Sumidouro;3305703;Interior;0
25764;2019;2019m01;Carmo;3301207;Interior;1
25765;2019;2019m01;Araruama;3300209;Interior;38
25766;2019;2019m01;Rio Bonito;3304300;Interior;13
25767;2019;2019m01;Silva Jardim;3305604;Interior;0
25768;2019;2019m01;Casimiro de Abreu;3301306;Interior;3
25769;2019;2019m01;Conceição de Macabú;3301405;Interior;1
25770;2019;2019m01;Macaé;3302403;Interior;113
25771;2019;2019m01;Saquarema;3305505;Interior;13
25772;2019;2019m01;São Pedro da Aldeia;3305208;Interior;25
25773;2019;2019m01;Cabo Frio;3300704;Interior;64
25774;2019;2019m01;Armação dos Búzios;3300233;Interior;16
25775;2019;2019m01;Rio das Ostras;3304524;Interior;68
25776;2019;2019m01;Iguaba Grande;3301876;Interior;9
25777;2019;2019m01;"Quissamã;Carapebus";9999994;Interior;1
25778;2019;2019m01;Arraial do Cabo;3300258;Interior;7
25779;2019;2019m01;Campos dos Goytacazes;3301009;Interior;90
25780;2019;2019m01;Itaocara;3302106;Interior;0
25781;2019;2019m01;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
25782;2019;2019m01;Miracema;3303005;Interior;0
25783;2019;2019m01;Laje do Muriaé;3302304;Interior;0
25784;2019;2019m01;Porciúncula;3304102;Interior;0
25785;2019;2019m01;"Natividade;Varre-Sai";9999997;Interior;1
25786;2019;2019m01;São Fidélis;3304805;Interior;2
25787;2019;2019m01;Cambuci;3300902;Interior;0
25788;2019;2019m01;"Itaperuna;São José de Ubá";9999996;Interior;1
25789;2019;2019m01;Bom Jesus de Itabapoana;3300605;Interior;0
25790;2019;2019m01;São João da Barra;3305000;Interior;7
25791;2019;2019m01;Campos dos Goytacazes;3301009;Interior;52
25792;2019;2019m01;São Francisco de Itabapoana;3304755;Interior;6
25793;2019;2019m01;"Cardoso Moreira;Italva";9999995;Interior;0
25794;2019;2019m01;Nova Friburgo;3303401;Interior;11
25795;2019;2019m01;Duas Barras;3301603;Interior;0
25796;2019;2019m01;Cantagalo;3301108;Interior;0
25797;2019;2019m01;"Cordeiro;Macuco";9999998;Interior;0
25798;2019;2019m01;São Sebastião do Alto;3305307;Interior;0
25799;2019;2019m01;Santa Maria Madalena;3304607;Interior;0
25800;2019;2019m01;Trajano de Morais;3305901;Interior;0
25801;2019;2019m01;Bom Jardim;3300506;Interior;0
25802;2019;2019m01;Cachoeiras de Macacu;3300803;Interior;13
25803;2019;2019m01;Mangaratiba;3302601;Interior;15
25804;2019;2019m01;Angra dos Reis;3300100;Interior;28
25805;2019;2019m01;Paraty;3303807;Interior;7
25806;2019;2019m01;Rio Claro;3304409;Interior;1
25807;2019;2019m02;Rio de Janeiro;3304557;Capital;152
25808;2019;2019m02;Rio de Janeiro;3304557;Capital;123
25809;2019;2019m02;Rio de Janeiro;3304557;Capital;357
25810;2019;2019m02;Rio de Janeiro;3304557;Capital;153
25811;2019;2019m02;Rio de Janeiro;3304557;Capital;21
25812;2019;2019m02;Rio de Janeiro;3304557;Capital;142
25813;2019;2019m02;Rio de Janeiro;3304557;Capital;116
25814;2019;2019m02;Rio de Janeiro;3304557;Capital;4
25815;2019;2019m02;Rio de Janeiro;3304557;Capital;106
25816;2019;2019m02;Rio de Janeiro;3304557;Capital;54
25817;2019;2019m02;Rio de Janeiro;3304557;Capital;169
25818;2019;2019m02;Rio de Janeiro;3304557;Capital;29
25819;2019;2019m02;Rio de Janeiro;3304557;Capital;168
25820;2019;2019m02;Rio de Janeiro;3304557;Capital;191
25821;2019;2019m02;Rio de Janeiro;3304557;Capital;121
25822;2019;2019m02;Rio de Janeiro;3304557;Capital;56
25823;2019;2019m02;Rio de Janeiro;3304557;Capital;92
25824;2019;2019m02;Rio de Janeiro;3304557;Capital;337
25825;2019;2019m02;Rio de Janeiro;3304557;Capital;158
25826;2019;2019m02;Rio de Janeiro;3304557;Capital;93
25827;2019;2019m02;Rio de Janeiro;3304557;Capital;141
25828;2019;2019m02;Rio de Janeiro;3304557;Capital;90
25829;2019;2019m02;Rio de Janeiro;3304557;Capital;96
25830;2019;2019m02;Rio de Janeiro;3304557;Capital;254
25831;2019;2019m02;Rio de Janeiro;3304557;Capital;72
25832;2019;2019m02;Rio de Janeiro;3304557;Capital;243
25833;2019;2019m02;Rio de Janeiro;3304557;Capital;119
25834;2019;2019m02;Rio de Janeiro;3304557;Capital;240
25835;2019;2019m02;Rio de Janeiro;3304557;Capital;165
25836;2019;2019m02;Rio de Janeiro;3304557;Capital;239
25837;2019;2019m02;Rio de Janeiro;3304557;Capital;361
25838;2019;2019m02;Rio de Janeiro;3304557;Capital;191
25839;2019;2019m02;Rio de Janeiro;3304557;Capital;85
25840;2019;2019m02;Rio de Janeiro;3304557;Capital;103
25841;2019;2019m02;Rio de Janeiro;3304557;Capital;154
25842;2019;2019m02;Rio de Janeiro;3304557;Capital;207
25843;2019;2019m02;Rio de Janeiro;3304557;Capital;231
25844;2019;2019m02;Rio de Janeiro;3304557;Capital;79
25845;2019;2019m02;Rio de Janeiro;3304557;Capital;54
25846;2019;2019m02;Rio de Janeiro;3304557;Capital;49
25847;2019;2019m02;Rio de Janeiro;3304557;Capital;152
25848;2019;2019m02;Seropédica;3305554;Baixada Fluminense;15
25849;2019;2019m02;Itaguaí;3302007;Baixada Fluminense;58
25850;2019;2019m02;Paracambi;3303609;Baixada Fluminense;12
25851;2019;2019m02;Nova Iguaçu;3303500;Baixada Fluminense;226
25852;2019;2019m02;Mesquita;3302858;Baixada Fluminense;169
25853;2019;2019m02;Belford Roxo;3300456;Baixada Fluminense;288
25854;2019;2019m02;Queimados;3304144;Baixada Fluminense;50
25855;2019;2019m02;Nova Iguaçu;3303500;Baixada Fluminense;171
25856;2019;2019m02;Nilópolis;3303203;Baixada Fluminense;177
25857;2019;2019m02;Nova Iguaçu;3303500;Baixada Fluminense;229
25858;2019;2019m02;Duque de Caxias;3301702;Baixada Fluminense;408
25859;2019;2019m02;Duque de Caxias;3301702;Baixada Fluminense;185
25860;2019;2019m02;Duque de Caxias;3301702;Baixada Fluminense;20
25861;2019;2019m02;Duque de Caxias;3301702;Baixada Fluminense;165
25862;2019;2019m02;Japeri;3302270;Baixada Fluminense;29
25863;2019;2019m02;São João de Meriti;3305109;Baixada Fluminense;369
25864;2019;2019m02;Magé;3302502;Baixada Fluminense;28
25865;2019;2019m02;Magé;3302502;Baixada Fluminense;45
25866;2019;2019m02;Guapimirim;3301850;Baixada Fluminense;5
25867;2019;2019m02;Tanguá;3305752;Interior;21
25868;2019;2019m02;Itaboraí;3301900;Interior;139
25869;2019;2019m02;São Gonçalo;3304904;Grande Niterói;191
25870;2019;2019m02;São Gonçalo;3304904;Grande Niterói;250
25871;2019;2019m02;São Gonçalo;3304904;Grande Niterói;193
25872;2019;2019m02;São Gonçalo;3304904;Grande Niterói;108
25873;2019;2019m02;Niterói;3303302;Grande Niterói;117
25874;2019;2019m02;Niterói;3303302;Grande Niterói;66
25875;2019;2019m02;Niterói;3303302;Grande Niterói;94
25876;2019;2019m02;Niterói;3303302;Grande Niterói;38
25877;2019;2019m02;Niterói;3303302;Grande Niterói;39
25878;2019;2019m02;Maricá;3302700;Grande Niterói;55
25879;2019;2019m02;Barra do Pirai;3300308;Interior;1
25880;2019;2019m02;Resende;3304201;Interior;10
25881;2019;2019m02;Barra Mansa;3300407;Interior;12
25882;2019;2019m02;Valença;3306107;Interior;0
25883;2019;2019m02;Rio das Flores;3304508;Interior;0
25884;2019;2019m02;Volta Redonda;3306305;Interior;21
25885;2019;2019m02;Piraí;3304003;Interior;0
25886;2019;2019m02;Vassouras;3306206;Interior;1
25887;2019;2019m02;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
25888;2019;2019m02;Mendes;3302809;Interior;0
25889;2019;2019m02;Engenheiro Paulo de Frontin;3301801;Interior;0
25890;2019;2019m02;Itatiaia;3302254;Interior;1
25891;2019;2019m02;"Porto Real;Quatis";9999992;Interior;0
25892;2019;2019m02;Pinheiral;3303955;Interior;4
25893;2019;2019m02;São José do Vale do Rio Preto;3305158;Interior;1
25894;2019;2019m02;Petrópolis;3303906;Interior;9
25895;2019;2019m02;Petrópolis;3303906;Interior;1
25896;2019;2019m02;Paraíba do Sul;3303708;Interior;3
25897;2019;2019m02;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;4
25898;2019;2019m02;Sapucaia;3305406;Interior;0
25899;2019;2019m02;Teresópolis;3305802;Interior;5
25900;2019;2019m02;Sumidouro;3305703;Interior;0
25901;2019;2019m02;Carmo;3301207;Interior;0
25902;2019;2019m02;Araruama;3300209;Interior;19
25903;2019;2019m02;Rio Bonito;3304300;Interior;17
25904;2019;2019m02;Silva Jardim;3305604;Interior;0
25905;2019;2019m02;Casimiro de Abreu;3301306;Interior;4
25906;2019;2019m02;Conceição de Macabú;3301405;Interior;0
25907;2019;2019m02;Macaé;3302403;Interior;110
25908;2019;2019m02;Saquarema;3305505;Interior;12
25909;2019;2019m02;São Pedro da Aldeia;3305208;Interior;30
25910;2019;2019m02;Cabo Frio;3300704;Interior;51
25911;2019;2019m02;Armação dos Búzios;3300233;Interior;15
25912;2019;2019m02;Rio das Ostras;3304524;Interior;52
25913;2019;2019m02;Iguaba Grande;3301876;Interior;3
25914;2019;2019m02;"Quissamã;Carapebus";9999994;Interior;2
25915;2019;2019m02;Arraial do Cabo;3300258;Interior;3
25916;2019;2019m02;Campos dos Goytacazes;3301009;Interior;63
25917;2019;2019m02;Itaocara;3302106;Interior;0
25918;2019;2019m02;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
25919;2019;2019m02;Miracema;3303005;Interior;0
25920;2019;2019m02;Laje do Muriaé;3302304;Interior;0
25921;2019;2019m02;Porciúncula;3304102;Interior;0
25922;2019;2019m02;"Natividade;Varre-Sai";9999997;Interior;0
25923;2019;2019m02;São Fidélis;3304805;Interior;0
25924;2019;2019m02;Cambuci;3300902;Interior;0
25925;2019;2019m02;"Itaperuna;São José de Ubá";9999996;Interior;2
25926;2019;2019m02;Bom Jesus de Itabapoana;3300605;Interior;0
25927;2019;2019m02;São João da Barra;3305000;Interior;15
25928;2019;2019m02;Campos dos Goytacazes;3301009;Interior;22
25929;2019;2019m02;São Francisco de Itabapoana;3304755;Interior;4
25930;2019;2019m02;"Cardoso Moreira;Italva";9999995;Interior;0
25931;2019;2019m02;Nova Friburgo;3303401;Interior;7
25932;2019;2019m02;Duas Barras;3301603;Interior;1
25933;2019;2019m02;Cantagalo;3301108;Interior;0
25934;2019;2019m02;"Cordeiro;Macuco";9999998;Interior;0
25935;2019;2019m02;São Sebastião do Alto;3305307;Interior;0
25936;2019;2019m02;Santa Maria Madalena;3304607;Interior;0
25937;2019;2019m02;Trajano de Morais;3305901;Interior;0
25938;2019;2019m02;Bom Jardim;3300506;Interior;2
25939;2019;2019m02;Cachoeiras de Macacu;3300803;Interior;5
25940;2019;2019m02;Mangaratiba;3302601;Interior;4
25941;2019;2019m02;Angra dos Reis;3300100;Interior;24
25942;2019;2019m02;Paraty;3303807;Interior;0
25943;2019;2019m02;Rio Claro;3304409;Interior;0
25944;2019;2019m03;Rio de Janeiro;3304557;Capital;213
25945;2019;2019m03;Rio de Janeiro;3304557;Capital;119
25946;2019;2019m03;Rio de Janeiro;3304557;Capital;440
25947;2019;2019m03;Rio de Janeiro;3304557;Capital;116
25948;2019;2019m03;Rio de Janeiro;3304557;Capital;29
25949;2019;2019m03;Rio de Janeiro;3304557;Capital;170
25950;2019;2019m03;Rio de Janeiro;3304557;Capital;167
25951;2019;2019m03;Rio de Janeiro;3304557;Capital;3
25952;2019;2019m03;Rio de Janeiro;3304557;Capital;88
25953;2019;2019m03;Rio de Janeiro;3304557;Capital;54
25954;2019;2019m03;Rio de Janeiro;3304557;Capital;189
25955;2019;2019m03;Rio de Janeiro;3304557;Capital;35
25956;2019;2019m03;Rio de Janeiro;3304557;Capital;175
25957;2019;2019m03;Rio de Janeiro;3304557;Capital;144
25958;2019;2019m03;Rio de Janeiro;3304557;Capital;103
25959;2019;2019m03;Rio de Janeiro;3304557;Capital;81
25960;2019;2019m03;Rio de Janeiro;3304557;Capital;133
25961;2019;2019m03;Rio de Janeiro;3304557;Capital;361
25962;2019;2019m03;Rio de Janeiro;3304557;Capital;185
25963;2019;2019m03;Rio de Janeiro;3304557;Capital;102
25964;2019;2019m03;Rio de Janeiro;3304557;Capital;140
25965;2019;2019m03;Rio de Janeiro;3304557;Capital;99
25966;2019;2019m03;Rio de Janeiro;3304557;Capital;120
25967;2019;2019m03;Rio de Janeiro;3304557;Capital;198
25968;2019;2019m03;Rio de Janeiro;3304557;Capital;85
25969;2019;2019m03;Rio de Janeiro;3304557;Capital;325
25970;2019;2019m03;Rio de Janeiro;3304557;Capital;178
25971;2019;2019m03;Rio de Janeiro;3304557;Capital;218
25972;2019;2019m03;Rio de Janeiro;3304557;Capital;258
25973;2019;2019m03;Rio de Janeiro;3304557;Capital;283
25974;2019;2019m03;Rio de Janeiro;3304557;Capital;344
25975;2019;2019m03;Rio de Janeiro;3304557;Capital;177
25976;2019;2019m03;Rio de Janeiro;3304557;Capital;87
25977;2019;2019m03;Rio de Janeiro;3304557;Capital;69
25978;2019;2019m03;Rio de Janeiro;3304557;Capital;172
25979;2019;2019m03;Rio de Janeiro;3304557;Capital;227
25980;2019;2019m03;Rio de Janeiro;3304557;Capital;237
25981;2019;2019m03;Rio de Janeiro;3304557;Capital;99
25982;2019;2019m03;Rio de Janeiro;3304557;Capital;83
25983;2019;2019m03;Rio de Janeiro;3304557;Capital;69
25984;2019;2019m03;Rio de Janeiro;3304557;Capital;155
25985;2019;2019m03;Seropédica;3305554;Baixada Fluminense;23
25986;2019;2019m03;Itaguaí;3302007;Baixada Fluminense;45
25987;2019;2019m03;Paracambi;3303609;Baixada Fluminense;5
25988;2019;2019m03;Nova Iguaçu;3303500;Baixada Fluminense;223
25989;2019;2019m03;Mesquita;3302858;Baixada Fluminense;172
25990;2019;2019m03;Belford Roxo;3300456;Baixada Fluminense;251
25991;2019;2019m03;Queimados;3304144;Baixada Fluminense;82
25992;2019;2019m03;Nova Iguaçu;3303500;Baixada Fluminense;200
25993;2019;2019m03;Nilópolis;3303203;Baixada Fluminense;196
25994;2019;2019m03;Nova Iguaçu;3303500;Baixada Fluminense;248
25995;2019;2019m03;Duque de Caxias;3301702;Baixada Fluminense;417
25996;2019;2019m03;Duque de Caxias;3301702;Baixada Fluminense;229
25997;2019;2019m03;Duque de Caxias;3301702;Baixada Fluminense;21
25998;2019;2019m03;Duque de Caxias;3301702;Baixada Fluminense;128
25999;2019;2019m03;Japeri;3302270;Baixada Fluminense;38
26000;2019;2019m03;São João de Meriti;3305109;Baixada Fluminense;437
26001;2019;2019m03;Magé;3302502;Baixada Fluminense;24
26002;2019;2019m03;Magé;3302502;Baixada Fluminense;54
26003;2019;2019m03;Guapimirim;3301850;Baixada Fluminense;8
26004;2019;2019m03;Tanguá;3305752;Interior;12
26005;2019;2019m03;Itaboraí;3301900;Interior;196
26006;2019;2019m03;São Gonçalo;3304904;Grande Niterói;341
26007;2019;2019m03;São Gonçalo;3304904;Grande Niterói;315
26008;2019;2019m03;São Gonçalo;3304904;Grande Niterói;381
26009;2019;2019m03;São Gonçalo;3304904;Grande Niterói;159
26010;2019;2019m03;Niterói;3303302;Grande Niterói;112
26011;2019;2019m03;Niterói;3303302;Grande Niterói;67
26012;2019;2019m03;Niterói;3303302;Grande Niterói;110
26013;2019;2019m03;Niterói;3303302;Grande Niterói;65
26014;2019;2019m03;Niterói;3303302;Grande Niterói;43
26015;2019;2019m03;Maricá;3302700;Grande Niterói;51
26016;2019;2019m03;Barra do Pirai;3300308;Interior;6
26017;2019;2019m03;Resende;3304201;Interior;22
26018;2019;2019m03;Barra Mansa;3300407;Interior;13
26019;2019;2019m03;Valença;3306107;Interior;0
26020;2019;2019m03;Rio das Flores;3304508;Interior;0
26021;2019;2019m03;Volta Redonda;3306305;Interior;43
26022;2019;2019m03;Piraí;3304003;Interior;0
26023;2019;2019m03;Vassouras;3306206;Interior;0
26024;2019;2019m03;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
26025;2019;2019m03;Mendes;3302809;Interior;0
26026;2019;2019m03;Engenheiro Paulo de Frontin;3301801;Interior;0
26027;2019;2019m03;Itatiaia;3302254;Interior;0
26028;2019;2019m03;"Porto Real;Quatis";9999992;Interior;0
26029;2019;2019m03;Pinheiral;3303955;Interior;4
26030;2019;2019m03;São José do Vale do Rio Preto;3305158;Interior;0
26031;2019;2019m03;Petrópolis;3303906;Interior;10
26032;2019;2019m03;Petrópolis;3303906;Interior;1
26033;2019;2019m03;Paraíba do Sul;3303708;Interior;3
26034;2019;2019m03;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;4
26035;2019;2019m03;Sapucaia;3305406;Interior;0
26036;2019;2019m03;Teresópolis;3305802;Interior;8
26037;2019;2019m03;Sumidouro;3305703;Interior;0
26038;2019;2019m03;Carmo;3301207;Interior;0
26039;2019;2019m03;Araruama;3300209;Interior;37
26040;2019;2019m03;Rio Bonito;3304300;Interior;10
26041;2019;2019m03;Silva Jardim;3305604;Interior;3
26042;2019;2019m03;Casimiro de Abreu;3301306;Interior;6
26043;2019;2019m03;Conceição de Macabú;3301405;Interior;0
26044;2019;2019m03;Macaé;3302403;Interior;102
26045;2019;2019m03;Saquarema;3305505;Interior;23
26046;2019;2019m03;São Pedro da Aldeia;3305208;Interior;30
26047;2019;2019m03;Cabo Frio;3300704;Interior;76
26048;2019;2019m03;Armação dos Búzios;3300233;Interior;17
26049;2019;2019m03;Rio das Ostras;3304524;Interior;66
26050;2019;2019m03;Iguaba Grande;3301876;Interior;11
26051;2019;2019m03;"Quissamã;Carapebus";9999994;Interior;0
26052;2019;2019m03;Arraial do Cabo;3300258;Interior;7
26053;2019;2019m03;Campos dos Goytacazes;3301009;Interior;70
26054;2019;2019m03;Itaocara;3302106;Interior;0
26055;2019;2019m03;"Santo Antônio de Pádua;Aperibé";9999993;Interior;2
26056;2019;2019m03;Miracema;3303005;Interior;0
26057;2019;2019m03;Laje do Muriaé;3302304;Interior;0
26058;2019;2019m03;Porciúncula;3304102;Interior;0
26059;2019;2019m03;"Natividade;Varre-Sai";9999997;Interior;1
26060;2019;2019m03;São Fidélis;3304805;Interior;0
26061;2019;2019m03;Cambuci;3300902;Interior;0
26062;2019;2019m03;"Itaperuna;São José de Ubá";9999996;Interior;2
26063;2019;2019m03;Bom Jesus de Itabapoana;3300605;Interior;0
26064;2019;2019m03;São João da Barra;3305000;Interior;14
26065;2019;2019m03;Campos dos Goytacazes;3301009;Interior;43
26066;2019;2019m03;São Francisco de Itabapoana;3304755;Interior;3
26067;2019;2019m03;"Cardoso Moreira;Italva";9999995;Interior;0
26068;2019;2019m03;Nova Friburgo;3303401;Interior;14
26069;2019;2019m03;Duas Barras;3301603;Interior;0
26070;2019;2019m03;Cantagalo;3301108;Interior;0
26071;2019;2019m03;"Cordeiro;Macuco";9999998;Interior;0
26072;2019;2019m03;São Sebastião do Alto;3305307;Interior;0
26073;2019;2019m03;Santa Maria Madalena;3304607;Interior;0
26074;2019;2019m03;Trajano de Morais;3305901;Interior;1
26075;2019;2019m03;Bom Jardim;3300506;Interior;1
26076;2019;2019m03;Cachoeiras de Macacu;3300803;Interior;13
26077;2019;2019m03;Mangaratiba;3302601;Interior;9
26078;2019;2019m03;Angra dos Reis;3300100;Interior;28
26079;2019;2019m03;Paraty;3303807;Interior;6
26080;2019;2019m03;Rio Claro;3304409;Interior;0
26081;2019;2019m04;Rio de Janeiro;3304557;Capital;134
26082;2019;2019m04;Rio de Janeiro;3304557;Capital;112
26083;2019;2019m04;Rio de Janeiro;3304557;Capital;160
26084;2019;2019m04;Rio de Janeiro;3304557;Capital;110
26085;2019;2019m04;Rio de Janeiro;3304557;Capital;18
26086;2019;2019m04;Rio de Janeiro;3304557;Capital;112
26087;2019;2019m04;Rio de Janeiro;3304557;Capital;128
26088;2019;2019m04;Rio de Janeiro;3304557;Capital;1
26089;2019;2019m04;Rio de Janeiro;3304557;Capital;74
26090;2019;2019m04;Rio de Janeiro;3304557;Capital;50
26091;2019;2019m04;Rio de Janeiro;3304557;Capital;137
26092;2019;2019m04;Rio de Janeiro;3304557;Capital;21
26093;2019;2019m04;Rio de Janeiro;3304557;Capital;150
26094;2019;2019m04;Rio de Janeiro;3304557;Capital;162
26095;2019;2019m04;Rio de Janeiro;3304557;Capital;139
26096;2019;2019m04;Rio de Janeiro;3304557;Capital;100
26097;2019;2019m04;Rio de Janeiro;3304557;Capital;81
26098;2019;2019m04;Rio de Janeiro;3304557;Capital;401
26099;2019;2019m04;Rio de Janeiro;3304557;Capital;208
26100;2019;2019m04;Rio de Janeiro;3304557;Capital;110
26101;2019;2019m04;Rio de Janeiro;3304557;Capital;132
26102;2019;2019m04;Rio de Janeiro;3304557;Capital;115
26103;2019;2019m04;Rio de Janeiro;3304557;Capital;75
26104;2019;2019m04;Rio de Janeiro;3304557;Capital;233
26105;2019;2019m04;Rio de Janeiro;3304557;Capital;66
26106;2019;2019m04;Rio de Janeiro;3304557;Capital;310
26107;2019;2019m04;Rio de Janeiro;3304557;Capital;170
26108;2019;2019m04;Rio de Janeiro;3304557;Capital;197
26109;2019;2019m04;Rio de Janeiro;3304557;Capital;186
26110;2019;2019m04;Rio de Janeiro;3304557;Capital;324
26111;2019;2019m04;Rio de Janeiro;3304557;Capital;416
26112;2019;2019m04;Rio de Janeiro;3304557;Capital;192
26113;2019;2019m04;Rio de Janeiro;3304557;Capital;54
26114;2019;2019m04;Rio de Janeiro;3304557;Capital;63
26115;2019;2019m04;Rio de Janeiro;3304557;Capital;197
26116;2019;2019m04;Rio de Janeiro;3304557;Capital;267
26117;2019;2019m04;Rio de Janeiro;3304557;Capital;210
26118;2019;2019m04;Rio de Janeiro;3304557;Capital;64
26119;2019;2019m04;Rio de Janeiro;3304557;Capital;86
26120;2019;2019m04;Rio de Janeiro;3304557;Capital;65
26121;2019;2019m04;Rio de Janeiro;3304557;Capital;149
26122;2019;2019m04;Seropédica;3305554;Baixada Fluminense;30
26123;2019;2019m04;Itaguaí;3302007;Baixada Fluminense;55
26124;2019;2019m04;Paracambi;3303609;Baixada Fluminense;9
26125;2019;2019m04;Nova Iguaçu;3303500;Baixada Fluminense;251
26126;2019;2019m04;Mesquita;3302858;Baixada Fluminense;202
26127;2019;2019m04;Belford Roxo;3300456;Baixada Fluminense;274
26128;2019;2019m04;Queimados;3304144;Baixada Fluminense;99
26129;2019;2019m04;Nova Iguaçu;3303500;Baixada Fluminense;171
26130;2019;2019m04;Nilópolis;3303203;Baixada Fluminense;208
26131;2019;2019m04;Nova Iguaçu;3303500;Baixada Fluminense;252
26132;2019;2019m04;Duque de Caxias;3301702;Baixada Fluminense;565
26133;2019;2019m04;Duque de Caxias;3301702;Baixada Fluminense;221
26134;2019;2019m04;Duque de Caxias;3301702;Baixada Fluminense;13
26135;2019;2019m04;Duque de Caxias;3301702;Baixada Fluminense;141
26136;2019;2019m04;Japeri;3302270;Baixada Fluminense;34
26137;2019;2019m04;São João de Meriti;3305109;Baixada Fluminense;457
26138;2019;2019m04;Magé;3302502;Baixada Fluminense;27
26139;2019;2019m04;Magé;3302502;Baixada Fluminense;45
26140;2019;2019m04;Guapimirim;3301850;Baixada Fluminense;13
26141;2019;2019m04;Tanguá;3305752;Interior;9
26142;2019;2019m04;Itaboraí;3301900;Interior;125
26143;2019;2019m04;São Gonçalo;3304904;Grande Niterói;281
26144;2019;2019m04;São Gonçalo;3304904;Grande Niterói;202
26145;2019;2019m04;São Gonçalo;3304904;Grande Niterói;224
26146;2019;2019m04;São Gonçalo;3304904;Grande Niterói;160
26147;2019;2019m04;Niterói;3303302;Grande Niterói;96
26148;2019;2019m04;Niterói;3303302;Grande Niterói;41
26149;2019;2019m04;Niterói;3303302;Grande Niterói;120
26150;2019;2019m04;Niterói;3303302;Grande Niterói;41
26151;2019;2019m04;Niterói;3303302;Grande Niterói;34
26152;2019;2019m04;Maricá;3302700;Grande Niterói;40
26153;2019;2019m04;Barra do Pirai;3300308;Interior;2
26154;2019;2019m04;Resende;3304201;Interior;7
26155;2019;2019m04;Barra Mansa;3300407;Interior;7
